Sequence #,Timestamp,PGN,Name,Manufacturer,Remote Address,Local Address,Priority,Single Frame,Size,Packet
894,507421,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
895,507441,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
896,507471,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
897,507488,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF4C7AFF7FFF7FFD
898,507584,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
899,507597,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
900,507604,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
901,507608,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF4C7AFF7FFF7FFD
902,507612,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
903,507641,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
904,507670,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
905,507674,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
906,507689,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF4C7AFF7FFF7FFD
907,507693,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
908,507741,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
909,507771,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
910,507790,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF4C7AFF7FFF7FFD
911,507878,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
912,507882,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
913,507886,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
914,507891,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF4C7AFF7FFF7FFD
915,507895,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
916,507920,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
917,507941,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
918,507970,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
919,507991,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF4D7AFF7FFF7FFD
920,507996,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
921,508041,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
922,508070,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
923,508092,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF4E7AFF7FFF7FFD
924,508189,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
925,508193,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
926,508198,129029,GNSS Position Data,Garmin,3,255,3,0,43,0xFFDF40FEFFFFFFFEFFFFFFFFFFFF7FFEFFFFFFFFFFFF7FFEFFFFFFFFFFFF7F10FC00FE7FFE7FFEFFFF7F00
927,508203,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF4E7AFF7FFF7FFD
928,508207,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
929,508214,129540,GNSS Sats in View,Garmin,3,255,6,0,135,0xFFFF0B10D02493CEFC08FFFFFF7FF11D68129638C409FFFFFF7FF11A000000006C07FFFFFF7FF115C431FE3BA406FFFFFF7FF114D1150A2F7805FFFFFF7FF1160B02F275A406FFFFFF7FF01BB91188BD7805FFFFFF7FF005DC08DC179CFFFFFFFF7FF012FF0E95659CFFFFFFFF7FF0190B02725F9CFFFFFFFF7FF01F450C88909CFFFFFFFF7FF0
930,508219,129539,GNSS DOPs,Garmin,3,255,6,1,8,0xFFDFFFFFFFFFFFFF
931,508223,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
932,508227,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
933,508241,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
934,508270,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
935,508293,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF4F7AFF7FFF7FFD
936,508298,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
937,508341,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
938,508370,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
939,508394,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF4F7AFF7FFF7FFD
940,508489,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
941,508493,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
942,508497,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
943,508501,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
944,508505,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF4F7AFF7FFF7FFD
945,508509,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
946,508541,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
947,508577,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
948,508596,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF4F7AFF7FFF7FFD
949,508600,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
950,508641,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
951,508670,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
952,508674,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
953,508696,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF4F7AFF7FFF7FFD
954,508787,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
955,508791,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
956,508795,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
957,508799,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF4F7AFF7FFF7FFD
958,508803,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
959,508841,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
960,508870,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
961,508898,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF4F7AFF7FFF7FFD
962,508902,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
963,508920,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
964,508941,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
965,508970,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
966,508998,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF4F7AFF7FFF7FFD
967,509080,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
968,509083,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
969,509087,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
970,509099,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF4F7AFF7FFF7FFD
971,509103,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
972,509141,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
973,509176,129029,GNSS Position Data,Garmin,3,255,3,0,43,0xFFDF40FEFFFFFFFEFFFFFFFFFFFF7FFEFFFFFFFFFFFF7FFEFFFFFFFFFFFF7F10FC00FE7FFE7FFEFFFF7F00
974,509197,129540,GNSS Sats in View,Garmin,3,255,6,0,135,0xFFFF0B10D02493CE6009FFFFFF7FF11D68129638C409FFFFFF7FF11A000000006C07FFFFFF7FF115C431FE3BA406FFFFFF7FF114D1150A2F7805FFFFFF7FF1160B02F275A406FFFFFF7FF01BB91188BD7805FFFFFF7FF005DC08DC179CFFFFFFFF7FF012FF0E95659CFFFFFFFF7FF0195D01725F9CFFFFFFFF7FF01F450C88909CFFFFFFFF7FF0
975,509204,129539,GNSS DOPs,Garmin,3,255,6,1,8,0xFFDFFFFFFFFFFFFF
976,509212,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF507AFF7FFF7FFD
977,509215,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
978,509219,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
979,509223,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
980,509241,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
981,509270,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
982,509300,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF507AFF7FFF7FFD
983,509391,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
984,509394,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
985,509398,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
986,509402,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF517AFF7FFF7FFD
987,509406,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
988,509420,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
989,509441,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
990,509470,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
991,509502,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF527AFF7FFF7FFD
992,509506,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
993,509541,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
994,509580,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
995,509610,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF537AFF7FFF7FFD
996,509687,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
997,509690,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
998,509694,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
999,509698,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1000,509703,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF527AFF7FFF7FFD
1001,509708,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1002,509741,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1003,509771,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1004,509804,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF527AFF7FFF7FFD
1005,509808,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1006,509841,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1007,509870,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1008,509905,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF527AFF7FFF7FFD
1009,509978,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1010,509981,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
1011,509985,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1012,509990,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1013,510005,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF537AFF7FFF7FFD
1014,510010,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1015,510041,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1016,510070,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1017,510106,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF537AFF7FFF7FFD
1018,510110,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1019,510141,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1020,510176,129029,GNSS Position Data,Garmin,3,255,3,0,43,0xFFDF40FEFFFFFFFEFFFFFFFFFFFF7FFEFFFFFFFFFFFF7FFEFFFFFFFFFFFF7F10FC00FE7FFE7FFEFFFF7F00
1021,510197,129540,GNSS Sats in View,Garmin,3,255,6,0,135,0xFFFF0B10D02493CE6009FFFFFF7FF11D68129638C409FFFFFF7FF11A000000006C07FFFFFF7FF115C431FE3BA406FFFFFF7FF114D1150A2F7805FFFFFF7FF1160B02F275A406FFFFFF7FF01BB91188BD7805FFFFFF7FF005DC08DC179CFFFFFFFF7FF012FF0E95659CFFFFFFFF7FF0195D01725F9CFFFFFFFF7FF01F450C88909CFFFFFFFF7FF0
1022,510295,129539,GNSS DOPs,Garmin,3,255,6,1,8,0xFFDFFFFFFFFFFFFF
1023,510299,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF537AFF7FFF7FFD
1024,510303,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1025,510307,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
1026,510311,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1027,510315,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1028,510319,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1029,510323,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF537AFF7FFF7FFD
1030,510327,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1031,510341,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1032,510370,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1033,510408,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF537AFF7FFF7FFD
1034,510413,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1035,510420,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
1036,510441,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1037,510470,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1038,510509,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF537AFF7FFF7FFD
1039,510584,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1040,510588,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1041,510592,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1042,510610,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF547AFF7FFF7FFD
1043,510614,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1044,510641,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1045,510670,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
1046,510674,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1047,510710,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF547AFF7FFF7FFD
1048,510715,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1049,510741,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1050,510770,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1051,510811,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF557AFF7FFF7FFD
1052,510882,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1053,510886,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1054,510890,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1055,510912,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF557AFF7FFF7FFD
1056,510916,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1057,510920,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
1058,510941,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1059,510970,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1060,511012,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF557AFF7FFF7FFD
1061,511017,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1062,511041,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1063,511070,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1064,511113,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF567AFF7FFF7FFD
1065,511187,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1066,511191,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1067,511195,129029,GNSS Position Data,Garmin,3,255,3,0,43,0xFFDF40FEFFFFFFFEFFFFFFFFFFFF7FFEFFFFFFFFFFFF7FFEFFFFFFFFFFFF7F10FC00FE7FFE7FFEFFFF7F00
1068,511199,129540,GNSS Sats in View,Garmin,3,255,6,0,135,0xFFFF0B10D02493CE6009FFFFFF7FF11D68129638C409FFFFFF7FF11A000000006C07FFFFFF7FF115C431FE3BA406FFFFFF7FF114D1150A2F7805FFFFFF7FF1160B02F275A406FFFFFF7FF01BB91188BD7805FFFFFF7FF005DC08DC179CFFFFFFFF7FF012FF0E95659CFFFFFFFF7FF0195D01725F9CFFFFFFFF7FF01F450C88909CFFFFFFFF7FF0
1069,511205,129539,GNSS DOPs,Garmin,3,255,6,1,8,0xFFDFFFFFFFFFFFFF
1070,511212,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
1071,511216,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1072,511220,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF567AFF7FFF7FFD
1073,511224,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1074,511241,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1075,511270,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1076,511315,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF567AFF7FFF7FFD
1077,511319,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1078,511341,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1079,511370,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1080,511415,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF567AFF7FFF7FFD
1081,511485,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1082,511489,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
1083,511493,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1084,511497,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1085,511516,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF567AFF7FFF7FFD
1086,511520,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1087,511541,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1088,511580,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1089,511617,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF557AFF7FFF7FFD
1090,511621,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1091,511641,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1092,511670,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
1093,511675,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1094,511717,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF557AFF7FFF7FFD
1095,511782,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1096,511786,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1097,511790,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1098,511818,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF557AFF7FFF7FFD
1099,511823,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1100,511841,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1101,511870,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1102,511919,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF557AFF7FFF7FFD
1103,511923,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1104,511927,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
1105,511941,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1106,511970,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1107,512019,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF567AFF7FFF7FFD
1108,512078,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1109,512081,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1110,512085,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1111,512120,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF567AFF7FFF7FFD
1112,512125,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1113,512141,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1114,512176,129029,GNSS Position Data,Garmin,3,255,3,0,43,0xFFDF40FEFFFFFFFEFFFFFFFFFFFF7FFEFFFFFFFFFFFF7FFEFFFFFFFFFFFF7F10FC00FE7FFE7FFEFFFF7F00
1115,512197,129540,GNSS Sats in View,Garmin,3,255,6,0,135,0xFFFF0B10D02493CE6009FFFFFF7FF11D68129638C409FFFFFF7FF11A000000006C07FFFFFF7FF115C431FE3BA406FFFFFF7FF114D1150A2F7805FFFFFF7FF1160B02F275A406FFFFFF7FF01BB91188BD7805FFFFFF7FF005DC08DC179CFFFFFFFF7FF012FF0E95659CFFFFFFFF7FF0195D01725F9CFFFFFFFF7FF01F450C88909CFFFFFFFF7FF0
1116,512203,129539,GNSS DOPs,Garmin,3,255,6,1,8,0xFFDFFFFFFFFFFFFF
1117,512212,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
1118,512215,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1119,512221,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF557AFF7FFF7FFD
1120,512225,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1121,512241,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1122,512270,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1123,512322,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF567AFF7FFF7FFD
1124,512385,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1125,512389,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1126,512393,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1127,512420,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
1128,512424,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF567AFF7FFF7FFD
1129,512428,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1130,512441,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1131,512470,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1132,512523,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF577AFF7FFF7FFD
1133,512527,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1134,512541,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1135,512577,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1136,512624,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF587AFF7FFF7FFD
1137,512680,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1138,512684,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1139,512688,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
1140,512692,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1141,512724,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF587AFF7FFF7FFD
1142,512729,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1143,512741,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1144,512770,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1145,512825,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF587AFF7FFF7FFD
1146,512829,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1147,512841,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1148,512870,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1149,512920,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
1150,512982,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF587AFF7FFF7FFD
